,user,Database,Python,CloudComputing,DataAnalysis,Containers,MachineLearning,ComputerVision,DataScience,BigData,Chatbot,R,BackendDev,FrontendDev,Blockchain
2370,1397087,0,18,0,9,0,8,0,5,0,0,0,0,0,0
2371,587241,18,4,0,27,0,3,0,18,8,0,13,0,0,0
2372,1867458,12,14,29,12,11,17,0,14,7,0,5,25,4,13
2373,1484535,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2374,1197137,17,0,0,3,4,0,0,9,17,0,0,0,0,0
2375,1612187,29,4,4,0,0,4,0,9,25,0,0,0,0,0
2376,1920562,13,4,0,5,0,0,0,16,9,0,4,0,0,0
2377,1941144,13,0,9,3,0,0,0,0,13,0,0,0,0,0
2378,1802849,0,11,6,4,0,7,0,3,0,0,0,3,0,0
2379,1135861,4,14,0,4,0,5,0,5,0,5,0,0,0,0
2380,1563340,17,19,0,10,0,14,0,18,11,0,0,8,0,0
2381,987560,21,0,0,8,0,0,0,4,21,0,7,0,0,0
2382,1354651,10,7,0,0,0,4,0,16,10,0,0,5,0,5
2383,614635,33,4,0,10,4,0,0,17,30,0,0,0,0,0
2384,1086672,12,5,0,5,0,0,0,15,9,0,13,0,0,0
2385,1029761,12,0,8,5,8,8,0,3,12,0,0,5,0,10
2386,1467241,11,15,0,15,0,17,0,22,11,0,5,0,0,0
2387,662463,12,8,0,4,0,3,0,14,12,0,0,0,0,0
2388,1113381,12,0,7,6,0,9,0,7,9,0,5,11,7,0
2389,780414,16,10,3,22,0,22,0,19,15,5,8,0,0,0
2390,602064,25,0,0,8,0,17,0,4,26,0,0,3,0,0
2391,592665,17,0,0,5,0,4,0,8,12,0,0,0,0,0
2392,923249,5,17,4,9,0,9,0,18,5,5,0,0,0,0
2393,509104,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2394,1071227,14,17,0,9,0,13,0,20,5,3,0,3,0,0
2395,529123,7,4,5,8,0,8,0,25,7,0,3,0,0,3
2396,1261061,0,4,10,0,9,9,0,0,0,4,0,10,0,5
2397,1140733,26,5,0,4,0,0,0,13,26,0,0,0,0,0
2398,2099019,3,9,10,7,0,5,0,8,0,0,8,3,0,0
2399,894187,9,5,17,5,0,0,0,10,9,0,0,0,0,0
2400,878833,31,0,0,16,0,0,0,9,31,0,9,0,0,0
2401,1803094,7,16,3,13,0,13,0,21,0,0,0,0,0,0
2402,1476806,24,7,36,3,19,21,0,22,14,4,0,27,4,8
2403,1017010,3,10,0,4,0,3,0,8,0,0,0,0,0,0
2404,1382050,0,15,0,8,0,12,0,24,0,0,0,0,0,0
2405,773907,30,14,0,23,0,11,0,28,23,4,20,3,0,3
2406,1252528,0,5,13,0,0,5,0,0,0,0,0,0,0,4
2407,695165,0,19,0,11,0,18,0,16,0,0,0,3,0,5
2408,773438,10,20,13,15,5,15,0,18,10,0,0,3,0,0
2409,516151,24,0,0,4,0,3,0,18,24,0,5,0,0,0
2410,1621258,3,0,8,0,8,0,0,0,0,0,0,5,0,5
2411,557900,0,0,0,0,0,4,0,4,0,0,0,0,0,0
2412,1460076,6,6,5,6,0,0,0,8,3,3,3,8,0,5
2413,1570135,0,17,0,8,3,5,0,4,0,3,0,5,0,10
2414,1511161,20,11,0,23,0,5,0,25,17,0,4,0,0,0
2415,1686660,15,16,5,15,0,22,0,12,11,0,0,0,0,0
2416,942166,20,0,0,4,0,0,0,9,17,0,4,0,0,0
2417,1088239,20,5,3,5,0,15,0,4,20,0,0,0,0,0
2418,1169567,5,5,0,4,0,14,0,0,9,0,0,5,0,0
2419,473463,9,3,0,9,0,0,0,7,4,0,0,5,0,5
2420,943233,15,3,5,8,0,0,0,3,10,0,0,0,0,0
2421,1452344,0,4,0,0,0,8,0,8,0,0,8,4,0,4
2422,738694,14,0,0,8,0,5,0,19,9,0,0,0,0,0
2423,1659360,0,16,0,12,0,4,0,3,0,0,0,0,0,0
2424,1812694,0,7,0,12,0,7,0,0,0,0,5,0,0,0
2425,1741543,19,18,4,17,3,12,0,22,12,0,0,4,0,0
2426,927029,13,0,0,4,0,0,0,3,13,0,0,5,0,5
2427,731782,8,14,0,5,0,4,0,17,8,3,0,0,0,0
2428,1031858,9,15,0,14,0,5,0,5,9,0,0,0,0,0
2429,1204117,0,5,4,0,0,0,0,12,0,5,0,3,0,0
2430,1090034,0,0,19,3,4,0,0,0,0,0,0,3,0,0
2431,1513549,3,0,3,0,0,0,0,3,3,0,3,6,0,6
2432,974169,5,18,18,10,6,14,0,14,0,4,0,3,0,0
2433,70221,11,0,0,4,0,0,0,5,7,0,0,9,0,0
2434,1450135,4,13,0,13,0,3,0,25,0,0,5,0,0,0
2435,1371361,10,0,4,0,9,0,0,0,10,0,0,0,0,0
2436,1461487,13,13,0,8,0,5,0,13,13,0,0,0,0,0
2437,539799,4,5,4,8,0,19,0,13,0,0,11,0,0,0
2438,741496,12,0,16,0,4,5,0,0,8,4,0,4,0,4
2439,1819787,0,16,0,10,0,6,0,3,0,0,0,0,0,0
2440,545276,12,3,0,8,0,9,0,12,12,0,4,0,0,0
2441,283681,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2442,903822,8,0,0,0,0,0,0,3,8,4,0,0,0,3
2443,1006475,3,10,11,3,4,8,0,11,0,0,0,8,0,4
2444,16164,28,5,11,4,12,7,0,5,28,0,0,12,4,6
2445,730912,10,7,3,11,0,4,0,25,5,0,4,0,0,0
2446,1184150,9,12,23,16,18,3,0,9,9,5,0,14,7,0
2447,405610,16,0,0,8,4,7,0,0,17,0,0,21,5,0
2448,688330,20,0,4,11,0,0,0,0,23,0,0,5,0,0
2449,1917785,16,0,0,13,0,9,0,0,20,3,0,5,5,0
2450,901217,33,4,11,7,9,0,0,0,33,0,0,0,0,0
2451,1341058,9,15,0,8,0,9,0,15,4,0,0,0,0,0
2452,1223261,20,19,0,20,0,31,0,30,7,4,17,10,3,0
2453,1802739,13,18,3,10,0,10,0,22,5,0,0,0,0,0
2454,1096356,0,4,14,0,3,0,0,4,0,0,0,10,0,9
2455,940704,8,17,3,24,0,34,0,42,0,4,17,0,0,0
2456,1150167,50,9,31,3,15,19,0,10,43,3,5,45,4,14
2457,1083402,0,4,8,3,10,4,0,4,0,0,0,5,0,5
2458,154589,36,4,3,18,0,10,0,13,42,0,8,8,0,0
2459,1096187,46,15,6,31,0,19,0,24,47,0,9,9,0,9
2460,970216,6,0,12,4,0,0,0,5,6,0,0,4,0,0
2461,518578,13,3,0,0,0,0,0,8,13,0,0,0,0,0
2462,960871,4,4,8,0,0,4,0,18,4,4,0,5,0,5
2463,966194,3,0,12,0,7,0,0,7,3,0,0,4,0,0
2464,1197256,18,15,0,20,0,20,0,27,12,0,0,0,0,0
2465,1399876,8,10,8,0,3,5,0,13,0,0,4,8,0,3
2466,343696,15,18,0,17,0,3,0,17,15,0,0,0,0,0
2467,589944,76,8,5,47,0,33,0,32,72,0,15,21,0,3
2468,1480483,0,15,0,12,0,3,0,12,0,0,0,0,0,0
2469,1999441,3,0,0,5,0,0,0,16,0,0,13,0,0,0
2470,769313,5,4,25,0,13,0,0,4,5,0,0,12,3,0
2471,1318619,7,16,14,10,6,8,0,22,7,0,0,4,0,8
2472,1076800,8,4,11,0,0,0,0,13,5,0,0,3,0,3
2473,1785158,3,7,11,4,0,4,0,7,3,0,0,7,0,10
2474,1263365,13,10,14,9,8,26,0,8,13,0,5,7,0,0
2475,592855,5,0,4,4,0,0,0,21,5,0,5,0,0,0
2476,908858,11,0,3,5,0,7,0,3,8,4,0,3,0,0
2477,1183678,13,4,17,3,14,0,0,8,9,0,0,10,5,5
2478,716619,11,3,17,5,8,3,0,13,7,5,0,7,0,7
2479,1810832,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2480,1067617,27,0,0,5,0,0,0,0,28,0,0,9,0,0
2481,1830412,0,7,4,0,0,8,0,23,0,0,0,0,0,0
2482,788466,5,17,0,12,0,5,0,8,0,0,0,0,0,0
2483,589825,18,0,5,10,0,0,0,8,14,0,0,0,0,0
2484,2010886,4,13,0,9,0,4,0,5,0,0,0,0,0,0
2485,1358064,8,3,0,0,0,0,0,11,8,0,0,0,0,0
2486,416276,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2487,1619670,6,8,11,4,5,21,0,8,6,5,4,26,10,12
2488,1840402,23,3,0,9,0,0,0,3,23,0,0,11,11,0
2489,1332263,28,0,0,8,0,0,0,0,28,0,0,4,0,0
2490,465879,29,0,0,8,0,0,0,0,29,0,0,4,0,0
2491,785831,4,4,0,0,0,0,0,8,4,5,0,3,0,6
2492,1648456,18,3,13,4,0,21,0,10,18,5,0,21,10,8
2493,930928,22,20,0,29,0,37,0,26,17,0,17,4,0,4
2494,609696,8,0,0,4,0,8,0,8,4,0,0,0,0,0
2495,519317,20,0,0,0,0,4,0,0,20,0,0,0,0,0
2496,1986962,0,0,8,0,0,0,0,12,0,0,0,0,0,0
2497,1429543,3,5,13,0,4,5,0,0,3,0,0,8,0,0
2498,748840,21,5,0,3,0,3,0,10,21,0,5,0,0,0
2499,575870,0,8,4,4,0,5,0,15,0,0,3,3,0,3
2500,2082622,13,10,5,11,0,4,0,12,8,0,0,5,0,0
2501,616304,42,0,0,13,0,5,0,0,43,0,0,8,0,0
2502,1649562,38,0,5,8,0,0,0,0,39,0,0,7,0,0
2503,740639,8,0,10,0,5,14,0,11,8,4,3,15,6,4
2504,2083923,0,0,14,5,0,4,0,5,0,0,5,9,4,0
2505,1073082,32,5,0,7,0,0,0,8,32,0,0,3,0,0
2506,315258,50,0,5,24,0,16,0,0,49,3,5,13,0,0
2507,1802821,13,15,9,7,0,7,0,26,4,0,0,0,0,0
2508,1073636,11,4,0,4,5,0,0,19,11,0,4,0,0,0
2509,482421,20,13,0,14,0,4,0,3,19,0,0,13,0,0
2510,1691129,10,16,4,17,0,5,0,17,5,5,5,4,0,4
2511,1486323,8,14,16,6,10,5,0,3,8,0,0,9,4,0
2512,936072,9,13,22,16,8,17,0,11,9,0,0,16,4,0
2513,1276416,4,3,4,0,0,7,0,3,0,4,0,4,0,8
2514,589551,12,5,0,8,0,5,0,26,12,0,4,3,0,0
2515,1120474,0,9,0,5,0,10,0,8,0,0,3,4,0,4
2516,1595706,17,4,4,13,0,12,0,19,7,0,0,13,0,9
2517,1214482,0,8,0,0,0,8,0,8,0,0,8,3,0,3
2518,1977334,3,8,0,3,0,8,0,3,3,0,0,0,0,0
2519,756183,3,0,5,0,15,0,0,8,3,0,0,0,0,0
2520,948692,22,5,16,5,7,0,0,5,22,0,0,0,0,0
2521,885882,9,3,5,15,0,24,0,22,5,4,11,5,0,5
2522,1616780,3,0,17,11,8,0,0,18,0,4,8,3,3,0
2523,1242515,3,5,3,0,0,0,0,17,3,3,0,4,0,4
2524,1257026,3,0,13,5,8,0,0,0,0,0,0,4,0,4
2525,1076632,5,4,21,3,9,4,0,10,5,3,0,14,0,7
2526,1911911,5,8,0,0,0,7,0,5,0,0,0,5,0,5
2527,382781,86,17,3,64,0,40,0,37,74,4,21,17,0,5
2528,376894,5,4,3,3,0,9,0,13,5,0,3,0,0,0
2529,111049,41,13,20,21,9,17,0,24,38,0,6,12,0,5
2530,911318,42,13,0,27,0,6,0,14,45,0,5,7,0,0
2531,707194,17,9,18,15,5,0,0,9,17,0,0,5,0,0
2532,564313,0,5,0,0,0,11,0,21,0,0,3,0,0,0
2533,1292177,4,9,9,0,0,4,0,8,4,3,0,5,0,0
2534,889825,4,7,0,10,0,8,0,14,4,5,8,0,0,0
2535,1134958,0,0,0,0,0,0,0,0,0,0,0,24,13,0
2536,1578779,0,12,5,4,0,5,0,7,0,0,0,5,0,10
2537,411671,5,0,11,0,4,0,0,0,5,0,0,6,3,3
2538,1150491,0,13,0,13,0,0,0,5,0,3,0,0,0,0
2539,1119385,10,0,5,0,0,0,0,4,7,5,0,4,0,4
2540,773858,0,9,7,7,4,0,0,9,0,0,0,0,0,0
2541,775613,16,0,10,5,8,0,0,7,11,0,0,18,0,4
2542,298441,7,3,0,0,0,3,0,19,7,0,4,0,0,0
2543,763663,4,12,11,12,5,13,0,21,4,0,0,17,10,3
2544,1815518,0,16,0,7,0,17,0,12,0,3,0,0,0,0
2545,780932,13,3,0,0,0,0,0,7,13,0,0,0,0,0
2546,1413579,0,9,0,0,0,5,0,17,0,0,0,0,0,0
2547,675788,0,15,3,8,4,28,0,27,3,4,0,3,0,0
2548,978518,12,0,3,12,0,0,0,8,9,0,0,3,0,3
2549,995153,22,3,0,17,0,3,0,3,20,0,0,12,0,0
2550,1168658,14,3,6,8,4,15,0,19,9,3,0,0,0,3
2551,921787,8,0,10,0,0,0,0,4,4,0,0,4,0,4
2552,740492,7,0,4,5,0,5,0,5,3,0,0,0,0,0
2553,695469,10,3,0,3,0,0,0,8,10,0,5,0,0,0
2554,371355,5,0,0,0,0,0,0,0,5,0,0,0,0,0
2555,1104943,4,7,8,5,8,12,0,6,0,0,17,5,0,5
2556,1605024,24,7,10,16,9,24,0,16,26,5,4,12,0,6
2557,1113550,0,13,0,9,0,0,0,18,0,0,0,4,0,4
2558,1056443,0,0,4,0,0,0,0,0,0,0,0,0,0,4
2559,1228921,8,3,0,0,0,7,0,3,5,0,0,0,0,0
2560,917371,9,5,3,10,0,0,0,10,9,0,0,4,0,0
2561,2024663,0,13,0,9,0,5,0,12,0,4,0,0,0,0
2562,722897,0,9,4,6,4,0,0,16,0,0,0,30,12,11
2563,50831,75,4,3,38,0,21,0,32,61,0,11,22,0,5
2564,1530716,3,15,5,9,0,8,0,6,3,5,0,9,5,4
2565,930098,0,3,0,9,0,7,0,9,0,0,0,0,0,0
2566,626202,5,0,0,4,0,3,0,18,0,0,3,0,0,0
2567,1751209,7,12,0,4,0,12,0,5,3,5,0,9,0,0
2568,501429,49,11,5,26,10,15,0,13,56,0,12,38,12,0
2569,898144,11,17,0,18,0,5,0,14,11,0,0,0,0,0
2570,788289,10,8,0,3,0,0,0,8,5,0,0,5,0,5
2571,783328,29,14,0,17,0,28,0,28,21,0,10,5,0,5
2572,626732,66,16,22,39,8,30,0,30,60,3,13,28,0,9
2573,1388474,0,16,11,9,4,3,0,4,0,0,0,5,5,0
2574,1972759,4,16,0,6,0,12,0,8,0,4,0,0,0,0
2575,1424924,3,4,0,0,0,0,0,11,3,0,0,3,0,3
2576,627309,14,5,5,19,0,9,0,27,5,0,15,0,0,0
2577,513169,31,0,0,8,0,3,0,3,31,0,0,0,0,0
2578,318484,4,10,0,4,0,16,0,22,4,3,8,3,0,5
2579,766218,10,4,0,0,4,0,0,9,7,0,0,3,0,0
2580,759656,12,0,0,0,0,0,0,9,8,0,0,0,0,0
2581,724829,5,0,0,8,0,3,0,0,5,0,0,8,0,4
2582,952216,22,17,5,30,0,20,0,30,10,4,13,14,4,8
2583,624263,21,4,9,13,4,12,0,17,21,0,11,4,0,0
2584,1770459,5,7,0,7,0,0,0,6,0,0,11,4,0,4
2585,1051975,11,10,20,23,7,10,0,21,11,0,0,18,9,8
2586,1285859,7,0,5,3,0,0,0,0,7,0,0,8,0,13
2587,1906819,0,12,3,9,0,4,0,8,0,0,0,3,0,3
2588,525978,0,0,3,3,0,9,0,15,4,0,0,0,0,0
2589,595572,21,6,0,5,0,12,0,10,21,0,0,0,0,0
2590,1178350,0,0,18,0,9,0,0,0,0,0,0,15,0,5
2591,1842651,9,5,0,9,0,19,0,0,9,0,8,13,13,0
2592,1437955,0,0,11,0,16,0,0,0,0,0,0,8,0,0
2593,1590684,0,14,0,6,0,5,0,7,0,5,0,0,0,0
2594,759724,0,8,8,3,0,3,0,15,0,0,0,3,0,0
2595,1272039,17,17,9,13,3,4,0,9,13,0,4,0,0,0
2596,1071044,0,3,0,3,0,3,0,5,0,3,0,4,0,4
2597,1252799,5,4,0,0,0,0,0,17,5,0,0,3,0,3
2598,876637,12,9,0,18,0,11,0,0,15,0,0,5,0,5
2599,1529184,4,0,3,4,0,0,0,10,4,0,0,0,0,0
2600,564879,14,14,0,4,0,5,0,8,14,0,3,0,0,0
2601,435400,5,0,0,5,0,0,0,0,5,0,0,0,0,0
2602,1274161,27,10,0,9,0,15,0,9,26,0,0,3,0,3
2603,829006,4,3,0,3,0,0,0,4,4,4,4,3,0,6
2604,964039,23,3,0,11,0,5,0,11,23,0,15,0,0,0
2605,1540461,0,0,3,0,0,0,0,10,0,0,0,4,0,4
2606,1399104,0,10,7,5,6,5,0,0,0,0,0,0,0,0
2607,1894584,10,0,0,7,0,0,0,0,10,0,0,11,11,0
2608,776726,22,11,10,18,5,0,0,7,19,5,0,8,0,13
2609,662628,14,4,0,3,0,7,0,10,14,0,3,3,0,0
2610,1028233,15,5,0,12,0,0,0,19,9,0,9,0,0,0
2611,569254,27,4,20,8,6,0,0,11,23,0,0,33,11,8
2612,1351460,21,0,14,4,8,0,0,0,21,0,0,5,0,0
2613,1361312,3,17,9,8,4,11,0,7,0,0,0,6,0,11
2614,707257,8,4,19,4,8,12,0,19,3,0,0,20,9,8
2615,1015093,3,5,15,0,7,5,0,9,3,5,0,11,0,3
2616,713344,24,0,0,19,0,4,0,9,24,0,0,4,0,0
2617,211375,24,11,12,15,8,10,0,25,14,0,18,3,0,3
2618,980129,16,12,7,8,3,6,0,18,13,4,8,5,0,9
2619,510403,5,0,0,5,0,0,0,0,5,0,0,0,0,0
2620,648652,12,0,15,8,10,0,0,5,12,0,0,3,0,0
2621,774075,7,15,0,12,0,8,0,15,3,0,0,0,0,0
2622,1006236,0,15,0,11,0,4,0,14,0,0,0,0,0,0
2623,978471,13,0,0,0,0,0,0,13,8,0,0,0,0,0
2624,434930,4,0,0,0,0,0,0,0,4,0,0,0,0,0
2625,1238630,7,16,0,11,5,17,0,9,3,4,0,3,0,3
2626,265821,25,0,0,5,0,0,0,0,25,0,0,0,0,0
2627,459415,3,15,7,13,0,31,0,34,0,0,4,9,0,5
2628,766938,37,13,0,44,0,4,0,9,33,0,13,4,0,0
2629,2062451,8,5,9,0,0,0,0,13,5,0,0,0,0,0
2630,760642,14,12,11,17,10,0,0,12,14,0,0,7,3,4
2631,766927,13,10,5,18,0,24,0,20,7,4,7,4,0,4
2632,722723,10,0,0,0,0,6,0,4,5,0,0,0,0,0
2633,2023012,16,0,37,13,14,20,0,16,10,4,12,29,4,11
2634,348634,10,0,9,3,10,0,0,4,10,0,4,22,5,0
2635,252110,5,0,0,5,0,0,0,0,5,0,0,0,0,0
2636,1067371,5,0,9,0,9,0,0,0,5,0,0,3,0,3
2637,884627,11,3,0,12,0,4,0,23,0,0,5,4,0,0
2638,1248209,12,5,0,3,0,0,0,13,12,0,5,0,0,0
2639,1092019,4,16,0,7,0,14,0,18,0,0,0,0,0,0
2640,712166,0,12,8,13,8,3,0,13,0,4,6,0,0,0
2641,744832,0,14,20,10,8,13,0,21,0,0,9,8,0,0
2642,514232,13,4,0,5,0,8,0,12,13,0,0,0,0,0
2643,1178914,36,16,0,23,0,22,0,24,28,0,14,0,0,0
2644,541816,26,9,0,8,0,8,0,25,22,0,4,4,0,4
2645,965508,3,0,0,3,0,11,0,5,3,0,0,9,5,0
2646,1813026,4,5,0,4,0,5,0,11,4,0,3,0,0,0
2647,1139965,9,5,5,4,0,3,0,13,0,0,9,5,0,10
2648,1991435,5,10,0,10,0,3,0,3,0,0,3,0,0,0
2649,1630943,13,9,4,5,0,9,0,23,13,0,0,0,0,0
2650,1664587,8,10,21,4,4,20,0,10,8,4,4,24,3,8
2651,315930,0,0,0,4,0,0,0,0,0,3,0,0,0,0
2652,592387,12,4,0,7,0,16,0,4,11,0,0,5,0,0
2653,1635689,0,9,0,6,0,3,0,3,0,4,0,3,0,0
2654,477567,21,9,3,16,0,19,0,24,21,4,0,0,0,0
2655,1206139,53,0,0,21,0,4,0,19,57,0,5,13,0,4
2656,942706,8,0,0,11,0,5,0,9,11,0,0,4,0,0
2657,1101447,0,0,12,0,13,0,0,0,0,0,0,6,0,7
2658,462358,18,0,0,0,0,0,0,0,18,0,0,0,0,0
2659,645829,4,0,0,0,0,3,0,11,4,0,5,0,0,0
2660,1831794,18,0,0,0,0,0,0,0,18,0,0,0,0,0
2661,271937,24,16,0,23,0,20,0,13,31,4,0,0,0,0
2662,1014188,26,0,0,4,0,0,0,0,21,0,0,0,0,0
2663,357233,8,10,0,13,0,14,0,16,5,3,0,0,0,0
2664,778299,10,4,4,5,4,0,0,7,10,0,0,5,0,5
2665,479047,27,11,0,27,0,22,0,11,35,0,0,4,0,0
2666,2037790,7,14,0,8,0,3,0,6,4,0,0,0,0,0
2667,1221303,4,0,19,0,12,0,0,3,4,0,0,23,13,0
2668,586946,12,0,0,3,0,0,0,8,12,0,0,0,0,0
2669,980545,0,12,3,4,3,23,0,9,0,5,5,8,0,8
2670,887314,17,3,0,7,0,0,0,3,17,0,0,0,0,0
2671,1759169,39,16,0,39,0,16,0,23,38,0,11,0,0,0
2672,766020,9,0,0,0,5,0,0,0,9,3,0,3,0,0
2673,298397,16,3,5,4,14,0,0,3,16,0,0,0,0,0
2674,764373,7,0,10,0,5,0,0,0,3,0,0,0,0,0
2675,476269,33,0,0,0,0,0,0,0,33,0,0,0,0,0
2676,1578127,4,12,0,9,0,23,0,0,0,3,0,3,0,0
2677,1625635,25,13,20,16,11,14,0,17,17,3,5,38,4,13
2678,1453760,4,11,0,16,0,5,0,14,0,0,0,0,0,0
2679,536145,17,3,0,17,0,7,0,6,20,0,4,4,0,0
2680,621472,16,0,0,8,0,13,0,10,16,0,0,0,0,0
2681,403587,32,0,10,18,5,28,0,22,28,0,3,25,5,15
2682,1623988,7,5,4,0,0,5,0,9,3,0,0,0,0,4
2683,1119088,0,7,5,0,5,3,0,4,0,0,0,10,0,5
2684,1230681,0,0,0,0,0,0,0,0,0,0,0,21,9,0
2685,787711,13,4,5,0,0,0,0,9,8,0,0,0,0,5
2686,580268,19,0,0,3,0,0,0,0,19,0,0,3,0,0
2687,1705062,0,0,17,0,5,0,0,8,0,0,0,4,0,0
2688,1013519,5,5,14,4,13,9,0,5,0,3,18,13,0,0
2689,1395227,15,4,6,3,0,4,0,0,15,0,0,4,0,4
2690,1248888,26,17,4,28,0,15,0,22,18,0,7,8,5,3
2691,1297707,17,5,9,6,14,22,0,0,15,0,0,33,5,0
2692,894631,13,15,14,26,12,21,0,22,21,0,6,8,3,0
2693,759846,8,12,0,9,0,11,0,17,4,0,4,0,0,0
2694,1545379,0,17,0,9,0,17,0,4,0,0,0,0,0,0
2695,1334861,0,16,16,13,0,27,0,21,0,5,0,26,3,12
2696,723509,21,4,0,0,0,0,0,4,21,0,0,0,0,0
2697,1914395,0,12,0,8,0,0,0,16,0,0,0,0,0,0
2698,1614174,13,0,25,0,4,5,0,12,8,4,5,27,14,5
2699,635733,20,7,17,4,8,3,0,13,15,0,0,5,0,0
2700,1271321,0,4,8,4,8,0,0,16,0,0,0,3,0,0
2701,1373448,13,17,0,7,0,5,0,8,8,0,0,0,0,0
2702,72482,22,0,0,17,0,11,0,3,18,0,5,0,0,0
2703,1338424,4,3,3,0,0,3,0,9,0,0,0,0,0,0
2704,1223842,49,7,35,21,14,15,0,3,50,0,5,45,0,0
2705,714758,9,6,11,7,0,0,0,3,9,0,0,9,5,4
2706,1616004,35,13,16,32,4,29,0,26,32,5,13,16,4,15
2707,748359,8,22,0,10,0,16,0,14,3,0,0,0,0,0
2708,1482638,12,0,0,3,0,0,0,0,12,5,0,5,0,0
2709,1165528,10,3,0,5,0,0,0,7,10,5,0,0,0,0
2710,1356746,7,7,0,8,0,14,0,4,7,0,0,3,3,0
2711,1700998,0,5,4,0,0,4,0,10,0,0,0,9,0,5
2712,1276534,0,15,0,12,0,17,0,20,0,0,0,0,0,0
2713,927359,5,19,4,13,0,5,0,14,5,5,0,0,0,0
2714,905619,4,7,9,3,8,0,0,4,4,0,0,0,0,5
2715,1408240,21,14,0,31,0,31,0,23,29,0,5,5,0,5
2716,1119439,0,3,12,0,12,6,0,0,0,0,0,0,0,0
2717,2055748,3,17,0,12,0,5,0,3,0,0,3,0,0,0
2718,782552,5,4,5,14,4,22,0,19,0,0,3,18,14,0
2719,459138,15,8,0,12,0,14,0,6,23,0,0,12,0,0
2720,1381284,26,13,0,18,0,0,0,9,26,0,0,5,0,0
2721,1048481,0,0,5,5,0,9,0,8,0,0,0,8,5,3
2722,1655862,5,11,0,13,0,11,0,20,0,0,3,0,0,0
2723,1475336,31,3,3,9,0,3,0,3,37,0,0,9,0,0
2724,766456,5,4,3,0,0,13,0,7,5,0,7,0,0,0
2725,1805133,0,11,0,3,0,19,0,8,0,5,3,0,0,0
2726,333877,23,0,0,10,0,0,0,3,23,5,0,0,0,0
2727,1803385,6,14,5,9,0,18,0,19,0,0,0,0,0,0
2728,364353,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2729,884172,0,15,0,8,0,4,0,15,0,0,0,5,0,5
2730,249473,49,0,0,13,0,0,0,0,41,0,5,14,0,0
2731,1401699,3,17,0,13,0,11,0,12,0,0,0,0,0,0
2732,735078,8,17,0,7,0,5,0,21,4,0,0,0,0,0
2733,579660,14,0,0,4,0,4,0,5,14,0,0,0,0,0
2734,1064487,4,4,4,0,8,0,0,7,0,0,0,0,0,0
2735,1803228,8,18,5,20,0,18,0,19,0,0,0,0,0,0
2736,653845,0,6,3,3,0,3,0,18,0,0,0,0,0,0
2737,1180308,28,16,4,20,0,16,0,24,24,0,19,8,0,0
2738,1804164,7,16,5,7,0,8,0,14,0,0,0,0,0,0
2739,331838,22,26,8,30,0,48,0,39,19,3,17,9,4,0
2740,1732648,0,0,0,0,0,0,0,0,0,0,0,26,13,0
2741,973868,9,7,0,4,0,0,0,11,9,0,3,0,0,0
2742,977624,0,9,0,4,0,8,0,5,0,0,0,5,0,5
2743,1303830,9,0,14,3,14,8,0,0,9,5,0,16,0,4
2744,717958,7,18,0,15,0,21,0,29,10,0,0,0,0,0
2745,889873,0,15,0,7,0,12,0,8,0,4,0,0,0,0
2746,1004665,0,17,0,14,0,17,0,3,0,0,0,0,0,0
2747,1028532,3,3,5,4,0,0,0,3,3,3,0,0,0,0
2748,1818938,40,0,25,18,0,24,0,15,31,4,7,25,3,7
2749,1062235,12,5,22,5,7,0,0,8,12,5,0,7,0,9
2750,878433,57,17,0,51,0,41,0,37,57,5,20,6,0,0
2751,581859,4,4,12,3,6,4,0,5,4,0,0,0,0,0
2752,689877,14,3,0,0,0,4,0,18,9,0,3,0,0,0
2753,727798,11,4,0,3,0,0,0,4,11,4,0,4,0,4
2754,1942054,11,12,24,13,9,0,0,16,11,0,0,16,5,8
2755,1921344,0,15,0,8,0,4,0,7,0,0,0,0,0,0
2756,1113405,3,0,9,8,0,0,0,13,0,0,0,5,0,5
2757,1831295,56,17,3,31,7,27,0,28,57,0,10,17,0,0
2758,1800770,0,8,10,0,0,10,0,17,0,0,0,8,0,8
2759,498818,36,4,0,6,0,0,0,11,36,0,0,8,0,0
2760,897268,23,4,15,0,4,0,0,7,23,0,0,4,0,0
2761,955935,19,0,0,10,0,0,0,5,16,0,3,0,0,0
2762,1277446,3,8,6,7,0,5,0,11,3,0,0,5,0,5
2763,1417485,5,0,0,3,0,8,0,16,0,0,0,0,0,0
2764,1055437,0,0,4,0,0,0,0,0,0,0,0,0,0,4
2765,1252513,18,8,4,0,0,10,0,15,13,0,0,5,0,5
2766,517197,21,13,5,21,3,6,0,17,17,5,6,0,0,0
2767,1558968,10,5,5,5,9,10,0,8,10,4,0,8,0,0
2768,1741834,0,14,0,6,0,4,0,18,0,0,0,0,0,0
2769,1249837,10,0,4,9,0,0,0,13,10,0,0,0,0,0
2770,1205415,0,15,13,13,0,13,0,19,0,0,0,4,0,0
2771,1278041,5,4,0,10,3,0,0,16,0,0,5,0,0,0
2772,1098597,10,5,8,10,0,0,0,9,10,5,0,4,0,4
